x,y
549.8758846,766.0599739
266.6658296,514.5038031
308.3851235,455.315486
273.9807302,518.6583767
852.4548536,322.6636227
866.8155841,681.2621639
201.0798879,443.1050487
532.5524429,658.7128569
232.6239537,390.8437425
288.7331268,393.1455578
206.5619265,65.52968174
190.5143082,83.04851476
189.6130634,425.9828058
288.5957288,77.57751289
862.2567474,312.0799643
329.6382613,428.5056976
952.7842409,731.651335
886.9572404,839.0855162
391.6572903,445.3685818
849.9669746,681.4064524
612.2566022,725.3751865
546.8032692,768.8486195
240.875545,382.8993073
894.725797,731.1785248
497.0133896,705.076227
298.2698087,385.8908254
821.3117171,817.8843269
328.1343132,124.174568
222.1997057,402.0297603
531.157527,676.9674853
170.3784853,48.44698243
810.3919272,210.0852149
345.0157903,120.2159251
251.5115105,186.4757894
325.4816646,435.9871225
146.1153857,493.154785
871.7735497,210.786898
317.3496773,454.3047129
650.6413463,756.3745667
841.212773,210.3819166
280.778294,110.2537205
847.6717541,304.2933139
524.6329587,699.2339109
759.4023529,308.9248668
215.3796036,432.4807903
601.4848536,707.508325
903.8590049,714.504233
266.9243343,511.843636
236.8816149,21.07433175
893.3485264,839.646091
212.9718766,425.7514214
885.0833568,290.7753898
306.3676467,117.5281327
901.3622583,691.1054919
274.4546262,382.9665574
283.0152331,389.4987636
258.3083623,197.8133372
305.7883554,546.7463828
311.4192741,534.6913763
845.5675912,333.2661842
318.0659664,444.9783181
898.9889762,766.17745
584.5708283,623.4558788
499.2790567,680.0197416
626.2815201,655.161187
607.1668831,744.0129104
841.0735782,792.5176327
950.778373,753.2139428
330.2367744,172.1304339
915.7431027,741.8712835
210.5572637,485.8683547
253.761161,130.7006221
827.7926595,183.1607509
325.2335573,425.809857
304.1272364,501.3796596
858.2441611,743.754892
948.857951,788.3401901
268.620518,93.17286848
822.422893,213.4305369
506.7547973,682.192795
215.3778011,401.2401647
157.6030337,442.9452422
243.7274331,417.5716368
218.5435523,394.0478974
238.7737103,51.28686208
259.1250335,502.2610588
917.7329721,812.0969552
294.8260875,77.93532858
183.3000126,102.299627
591.9327805,753.0981363
916.2763041,779.221893
312.0776346,442.3912773
284.2319705,153.8610094
261.9841118,145.0782054
771.6753096,282.3583981
813.7953373,220.9485185
869.4170654,275.0743011
296.6741122,160.5372086
819.6474356,207.0543023
326.4052762,110.218832
822.2318926,795.0007705
913.2079103,292.6749664
568.005163,663.7384572
841.8562837,351.9432716
913.3083969,786.02326
245.2937076,79.93978387
916.8504246,751.8571943
146.1830054,54.48868132
510.5105197,689.8504767
285.0633564,77.19578029
292.7245927,515.5422616
760.7842048,278.7459858
543.5117241,729.2338953
157.8202204,115.7864546
296.7818637,104.408238
854.5548425,317.1732582
269.3487517,167.4903146
272.6908825,411.952473
194.2178493,148.9000496
290.8413918,394.7877737
211.3491892,441.9159544
629.1550738,697.4373851
874.2747059,281.3878994
500.2071842,663.5053934
179.1976814,74.57612737
933.136647,801.2715958
899.0290799,822.0925124
311.1678491,469.5124244
827.4689627,724.0733479
801.7245976,746.3924996
775.7444022,334.2261107
789.0918402,226.0394968
798.9560315,232.6851913
245.2616852,185.1884267
265.1213377,376.4402725
933.7500974,827.0880766
288.3773777,123.0509975
469.3791937,748.3957893
606.1452708,732.5989514
817.0082152,730.5208223
841.595548,259.3766102
856.96788,791.6350927
891.4490046,804.1075596
835.59396,824.6108951
821.9601073,775.1538313
812.3485387,200.9750046
826.3395709,302.8258244
882.9381384,805.5174043
818.4090303,798.873738
252.2235446,514.3913083
193.3920023,68.02484569
816.6015944,732.5193752
817.8685167,767.5770746
886.8342918,719.8128363
848.4575309,210.7628185
511.8597797,783.2942535
233.6646535,84.20150581
939.2817883,788.3355625
169.3168279,66.24829607
306.9047536,414.2169127
321.6016298,438.8303808
907.9800877,820.8446765
475.7116494,751.415323
318.1468995,146.4588237
583.9306783,660.9853308
520.1611966,662.0290202
812.1268099,758.6061847
295.9055107,491.6552255
214.9611604,494.7001507
850.2521361,817.5494641
575.5162256,762.6771879
504.8508069,674.0089748
295.4032905,427.9947888
200.7133108,168.9537004
822.8464479,760.2539581
552.2968699,782.3707597
227.602533,175.7752104
807.0883194,732.0213234
315.1554686,455.6095277
263.2828438,544.7160337
598.6391104,664.9061454
283.3059837,400.1255725
821.2438844,199.619565
242.5897254,544.5321953
312.6517211,445.9123099
202.2146203,95.11814385
266.1143942,160.5743453
867.5909923,801.351749
181.343193,119.793994
884.4911,832.8870067
210.5624769,503.3467637
882.2431248,268.2668543
814.6304032,777.7422809
815.8153601,785.589476
836.5861786,769.0704398
192.7091012,462.2404649
937.4130706,718.3205178
290.869783,482.6376413
627.5152707,712.4168577
190.001339,445.8041337
834.8670365,210.9479809
260.8857551,99.56938538
510.3083408,678.2971512
218.2639739,487.8476085
529.3634229,694.9741853
584.9580069,724.398588
267.514618,178.356455
891.6395528,717.5100535
265.8818146,502.7910346
148.2658973,89.02792921
218.8050125,39.9607254
912.0889229,809.4519292
836.7665906,213.8277194
911.0962683,749.7466023
554.7241821,661.4197614
855.38294,306.7162165
864.1465756,331.2137028
226.433514,455.0015027
867.9030262,244.8517519
308.3900621,408.9615682
545.7609872,781.5020291
291.8738764,103.3965802
542.5541034,758.102632
826.4676747,678.2680361
860.3266483,250.4715395
926.5362614,725.5968106
932.4608079,778.0243723
194.584121,144.4401466
269.4881035,183.3987296
264.1141354,166.3991139
949.543312,790.8883082
270.1548901,398.8982394
821.0327912,331.9550479
249.6361916,52.38243218
872.1998686,802.8111001
219.5632231,157.9647503
554.731209,776.7064461
274.1020452,169.8852331
288.5259029,486.5930418
745.2076214,295.1123062
962.619981,717.7476829
899.4311844,706.2121328
495.8202957,692.4508903
202.1350255,473.2482791
860.0520297,219.9644543
552.5113114,763.7668138
275.0628976,55.78831862
487.1595921,742.7681781
228.1191969,176.8877584
924.6160788,792.2094474
263.1479194,396.8444807
212.001682,161.8096499
873.0490906,219.0643264
924.0132563,720.1599157
590.1945846,784.8778432
950.9499866,792.5897402
566.4779546,621.5584954
834.3905961,219.4403064
778.2823554,290.1630626
834.8840193,719.6399526
853.1467688,727.141204
908.1094352,742.725032
505.9899193,762.0273683
871.61941,251.4829054
915.6860482,784.4510898
536.4675595,760.5347863
303.9104175,415.2560144
862.9556499,248.3349675
898.6475418,707.2759714
872.7891176,353.3519426
211.3380935,72.97303285
571.9404793,675.166084
870.9792186,676.5723644
802.7354173,225.8491974
281.7550471,399.2256847
814.0899105,790.5343766
783.1430906,318.783971
821.6926429,223.6507611
958.9824547,746.9598705
570.8750757,762.3959361
916.6250103,806.8707509
278.614335,409.914801
312.6748491,163.3250943
931.3019885,717.0331213
227.947659,165.5988011
788.6081931,234.5848082
804.9559259,198.9892505
758.1189626,282.7009814
804.6851517,713.2921197
847.1063816,225.1792709
797.8544513,734.4044328
584.37241,722.7921306
567.1047721,652.4294807
608.3301763,659.6118953
599.0261282,668.3229942
251.1182036,539.2265917
881.4860056,731.6768647
280.1258602,156.8558152
848.896111,277.5459906
258.3408367,75.29685193
939.741966,769.6758197
829.9792934,723.3693066
832.8710926,807.1809432
922.6568163,787.4879903
219.6939865,488.1072648
256.2629899,385.7207709
625.3342436,701.033639
292.3187551,454.4744728
945.3331045,675.4083977
937.3232168,742.3029521
914.0728491,760.9921936
907.4286067,707.86162
877.1403405,325.4006611
590.994088,676.7663728
939.2068147,731.7522302
653.4681728,792.673597
851.6091553,705.9416522
268.9230083,61.86330011
919.3153411,779.5812134
785.4955777,293.4652446
235.592299,411.8611254
941.2829591,746.602225
322.7830121,466.6749498
889.5488235,697.822414
236.7477675,533.1401694
814.7192721,673.0154574
819.0087923,725.9868221
902.8787704,824.650169
279.5195801,406.0929059
572.2126453,777.4511096
827.0256549,758.9513409
239.0628683,382.8121624
814.1616091,243.5862995
221.3781173,454.7618458
848.8125143,719.6810322
242.1049171,509.9038997
485.5673067,707.5794239
238.5840425,393.0890288
558.0373424,756.5830206
199.7481475,409.1625778
866.9980964,699.0885595
294.7881095,64.04197989
330.5501094,405.541118
921.2244409,802.9671379
574.4889945,641.7613904
186.7082142,173.6060959
581.9618154,774.4156028
877.306642,781.686002
752.7415195,207.7630378
965.8663024,744.8834101
610.7944958,643.2002786
880.0239383,659.846396
853.6214959,235.8401936
622.6373863,693.5370089
224.6194057,373.5938514
843.7214088,690.8444919
937.3106187,789.2326531
297.3620969,507.9665529
180.3973485,128.2451962
235.174372,389.5982884
861.9562313,233.9636313
850.4370211,316.7214463
286.3162542,420.1933432
547.0016074,775.3804265
805.5618854,205.846393
269.0111195,58.73539318
294.9397843,418.4415099
815.9724038,742.6202069
234.7753261,66.66281639
277.478042,58.99380233
840.3447917,809.7755845
736.8646211,293.4096623
802.1142107,204.403871
503.9189827,680.8035512
546.9564681,780.1484367
743.2180933,256.6566598
184.2537287,437.3180058
365.3102974,443.4242337
271.077496,184.4817147
178.0293487,416.3894608
231.3882527,177.0536272
278.4381425,60.41801578
943.8039559,763.9465063
189.5199073,352.1715208
814.8338201,800.3019667
586.2090078,724.6333665
949.8455254,737.3006797
640.6592218,702.6399619
896.2822485,732.657567
249.7354962,394.761713
179.7411633,110.878947
330.1677502,158.9665335
862.1984033,271.0709667
747.570921,285.1074486
198.7696147,77.65543177
775.8216934,274.3921858
494.3875469,743.7344923
297.6393475,406.631789
211.9786193,360.2267665
799.2829711,327.6647035
559.9543608,627.2733933
511.4571868,731.5432194
336.1822581,423.3861706
836.7203461,694.2539533
926.2930473,710.3577343
549.4574694,750.6717941
189.3472822,468.5928615
918.1030634,660.9608495
187.0882622,65.26934649
516.2515492,682.8611918
280.2682264,413.1659457
321.0886763,475.3356638
501.8044322,662.9647968
596.4384784,694.3291962
868.4380739,312.6917479
903.1947392,796.6540662
601.4085053,671.1133661
527.2766085,753.4694498
516.9919307,755.6260388
889.8046645,271.7134791
236.4509544,194.437775
208.2881494,157.0365275
811.7327132,211.2071025
928.076293,701.6512685
907.2035204,831.4565701
844.2694435,225.3180748
202.9343626,445.4415514
525.8217298,718.5755798
785.1529573,337.8353376
262.1582934,181.043604
802.7617621,752.938792
297.4318329,148.8007213
867.778437,275.539044
892.7290302,281.745433
772.1597393,768.9278845
598.1164681,816.7500031
207.936987,160.6216331
637.419048,723.3371107
777.5879939,325.0115762
284.9883232,173.2108697
304.3991351,461.2946144
840.6563968,216.4943342
736.4831733,223.9925504
222.0675389,166.1874177
283.5951736,87.76909674
256.5672008,73.22405486
210.1186839,449.9857092
187.7047795,469.1362231
221.6196177,189.674835
597.6420291,739.1274584
862.3894899,687.0263947
862.4218131,815.9436823
276.5433622,140.3592556
277.7640447,80.70989943
209.0908637,500.376276
271.9048541,178.1751723
297.2429085,70.6345747
280.4421765,393.0985803
339.9270868,514.4754089
769.1482667,297.4187991
180.1004653,130.1560279
779.1582101,767.6786315
169.9691184,472.2330544
232.9461916,418.2080682
773.7040115,253.5416721
773.2706712,297.8130248
191.4237061,502.1795557
543.7049849,764.4799509
563.0250616,621.1750108
290.8221983,151.0774993
156.1384483,104.9535943
878.3008288,268.2977333
839.8110065,823.8346408
825.5359109,737.7125697
520.8554302,669.7836226
845.9110774,303.2957802
292.8619034,485.6562121
225.6111536,386.19542
802.0902231,215.641988
244.1982691,492.1590888
528.486371,765.0931803
316.1898034,440.2399206
914.2158713,724.0775613
806.1549236,223.4783826
433.2027961,111.5411215
307.6436622,911.8499886
722.3281243,762.9447256
596.7837013,586.5587406
323.0056339,412.3939911
432.3015877,597.0864219
737.736085,558.3598625
656.8440672,496.834669
908.1997962,49.31975156
654.243652,981.5916908
271.5732725,950.1718103
187.695889,853.1837377
253.3590426,406.1671135
672.7960368,133.1039802
617.1442049,668.6863939
424.4253447,316.0121094
327.4248673,733.4946289
269.4916455,969.604891
704.9129058,760.9062847
889.5243311,881.3077791
195.637356,242.3677745
396.3793661,199.5786517
21.9315365,467.5052061
573.4185083,768.9093519
931.3939165,507.8330617
688.2136236,533.6495165
456.792095,631.575739
301.7633911,862.130214
10.9257258,683.5521837
498.7465141,795.2003945
468.0798582,911.8461106
883.2421519,83.9164441
223.1673372,580.2208183
85.26417124,733.3105977
45.85960601,619.9993559
220.4182548,909.4447033
57.99750471,273.2361523
274.5943184,175.7915649
218.0020236,354.9887144
621.7308941,204.3941985
124.2592442,729.3857306
199.7015381,922.9891098
262.9309725,496.8920557
546.0476016,385.2781409
713.4495322,425.100778
761.557821,360.3125769
853.1485004,98.88911969
127.515258,881.0564806
364.0154628,12.40413869
320.2565797,500.4823832
520.0308997,316.422624
935.4224687,984.1058957
536.7617961,37.38914267
880.2389379,216.202596
562.7086267,223.1035696
167.7687964,857.8779271
969.1249495,230.673491
870.8952325,803.6886475
870.1621329,602.3619187
861.0009511,355.0518809
594.6003764,665.7971428
636.5041609,949.0020659
182.9452559,712.9664347
790.7611239,228.0734607
947.1325537,644.5475428
4.098312231,2.852737904
787.7829173,919.5180642
387.5324063,563.8479653
